,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
2020-05-13,"['更改越贵智能吧，寓意:一、越来越贵二、超越贵州茅台' '[俏皮]' '贵公司自上市以来，股价接连下挫，请问公司有何应对措施？'
 '次新股中的最垃圾股' '我发起了一个投票，【#越剑智能#估计五月末股价估值】，快来参与投票吧~' '越剑安宁手牵手，谁先涨停谁是狗'
 '4月15日是越剑智能和华盛昌同一天一起上市的！才一个半板？有必要补大涨！' '明天不涨停，我们一起拉黑它？同意的举手！'
 '越王十年磨一剑，终于快铸成了！越剑股份看似弱不禁风，一旦扬剑出鞘，必将所向披靡。' '敢死队操作策略'
 '华盛昌和同一日一起上市是603095越剑智能：纺织机械设备细分领域龙头']",['快跑，雪龙龙头指标下去了，今天好不了'],['快跑快跑' '你看看人家华胜昌，跟你这个垃圾同一天上市的，人家怎么样了？你在看看你这垃圾'],['同样是新股，你是最靓的那只' '越女宝剑就是贱'],['弃了吧，阿斗是带不动的' '要雄起莫丢龙头的脸'],['干嘛还绿？洗盘吗？每天都是这样，先跌后涨，'],['上升通道不放量，这庄太可恶了吧' '近期必有一涨停'],['本来还为昨天割了可惜，现在看来也还没什么'],['进来瞄瞄！绿色对眼睛好' '赶紧拉呀'],['今天上摸31.48，未来在30元上方盘整后再上攻'],"['4月15日同一起上市的，华盛昌老了，那越剑智能可以接替新龙头再上大波！' '守住30.不能破' '妈的，涨你没份' '操蛋'
 '1700手的大单怎么回事' '这股是真没人，出20万的单，都接不起！7200股而已！'
 '这股是真没人，出20万的单，都接不起！7200股而已！' '23元见' '有句话讲的对，谁的银子多谁赚钱']",['下午可见32.5' '割肉走人，垃圾股，删了吧'],['次新股板块涨一个点了'],['名字太牛了' '买的人很少，卖的人也不积极，这说明什么呢？'],['翻红吧，绿着看着不舒服，次新股板块已经涨一个半点了' '这是一坨屎，别看'],['奶奶滴，就你最垃圾，老子割肉了' '里边一个庄家都没，全是散装'],['真垃圾啊，弱弱'],['任你来回折腾，就是不下车' '一点都不智能' '30元买进了1万股能挣10个点么？'],[],['越剑智能小庄太不要脸了辛苦拉上去他总是大单砸下来真的很垃圾一点不温和。'],['大盘和次新股o都涨成什么样子了，你还在墨迹，如果我操盘，就趁现在速拉升。' '醒醒，两点半该起来了。'],['今天没有砸出筹码，成交量低迷，后市看淡。' '不要脸'],['已经卖了'],['华昌盛封板了，掀起越剑智能！' '垃圾货' '这几天买到的最烂的一支次新!明天再不冲就走人!' '希望五日均线能有一定的支撑。明天准备逃命了'],[]
2020-05-14,"['今天30.61我还加了七百股，操' '跌起来好不客气' '明日26见。年底进入st行列。' '高转送吗'
 '2020年5月14日个股精选：越剑智能【603095】，次新股，主营纺织机械设备' '开盘涨停[鼓掌][鼓掌][鼓掌][鼓掌]' '人气大增啊'
 '我还在山顶' '今天止跌' '起来了扶稳']",['看看同天上市的华盛昌都涨到67元了，玛德，你到44.14就到顶，唉[怒]'],"['次新股：金田铜业涨停888888888888888888888888888888888888888888888888888888'
 '阿斗都比你强' '金田铜业涨停了，你看看你']",[],['你就泄气了？国家都扶持你' '阿斗只能扶不起'],['散户撑起一片天。没有一个主力。这只股为什么没有主力如碰？' '我怎么买你个拉机[哭][哭][哭]'],['开盘卖了这只狗，追上了德宏股份。'],[],[],[],"['15天股东人数少了1万多。有人在收集筹码吗？' '人气明明越来越旺，次新股回归行情。价格跌的一塌糊涂的时候也没见这么多人看空看跌。'
 '我看多的理由就是你们都看空千金难买牛回头又不是银行石油股怕啥谁据此买亏钱是小狗']",['新股跌成这样，后市必有涨停'],['跌成狗了'],[],['对于今天要求不高，涨回昨天的失地就行'],[],['完了，快跑，明天跌停开盘'],[],[],[],['怎么了？这是要死吗'],[],"['今天卖出了一个神仙卖单，我打算去操作卖，没真点卖出，一直以为自己没，刚才一看，居'
 '今天又遇见一件奇事，刚才发神仙卖单的事，我一看自己持有的和顺石油，突然恐怖的大涨']",['不好情况是30.56追进去7万和顺石油，两件神奇事情了，第三件事到底怎样，我不知'],[]
2020-05-15,"['还好早上卖掉追上了德宏股份。一日游看我明天怎么跑路。' '今天挺抗跌的嘛[大笑]'
 '小散们要团结集体不卖。就当今天了一签不到60不卖。大家一起当回庄家[赞]' '603095:越剑智能第一届董事会第十七次会议决议公告'
 '603095:越剑智能关于使用募集资金置换预先投入自筹资金的公告'
 '603095:越剑智能关于开立银行承兑汇票支付募投项目资金并以募集资金等额置换的公告'
 '603095:越剑智能独立董事关于第一届董事会第十七次会议相关事项的独立意见'
 '603095:越剑智能:浙商证券股份有限公司关于浙江越剑智能装备股份有限公司开立银行承兑汇票支付募集资金投资项目所需资金并以募集资金等额置换的核查意见'
 '603095:越剑智能第一届监事会第十六次会议决议公告'
 '603095:越剑智能:浙商证券股份有限公司关于浙江越剑智能装备股份有限公司使用募集资金置换预先投入自筹资金的核查意见'
 '603095:越剑智能:天健会计师事务所(特殊普通合伙)关于浙江越剑智能装备股份有限公司以自筹资金预先投入募投项目的鉴证报告'
 '发消息了吧[微笑]明天大家坐稳[满仓]' '明日建仓' '沙漠之花！定要绽放603905']",['这么小的小盘绩优股走的比大盘股还累'],['这么小的小盘绩优股走的比大盘股还累' '万水千山总是情，你来个涨停行不行'],['贱货又想诱多吗？'],['买方就不能出现几个三位数，拉一下'],[],['今天还能绿？'],['特么到底能不能涨'],[],['安宁越剑一起走，谁先涨停谁是狗$越剑智能(SH603095)$$安宁股份(SZ0'],['上方套牢盘太多，不容易上升' '弱股，走人'],['次新股板块拉升那么多，一点都不动，什么情况这是' '今天布局，下星期拉板，新股怕什么'],[],['哈哈，要大涨了' '一潭死水，'],['今天这样还能绿的话，我就无话可说了'],[],['没有资金参与' '越剑是哪个板块的怎不跟板块！！'],[],['都没人买了，主力自己玩吧'],[],[],['次新高送转板块涨那么好，你居然一个涨停板都没有'],[],['横久了就该跌了'],['真的就是一个贱货。']
2020-05-18,['603095:越剑智能2020年第二次临时股东大会会议资料' '明天得跑了…已挂跌停！！明天全仓买入罗牛山，要捡一个涨停了！！！'],['越贱越能'],['靠，垃圾'],['26块回来捡尸' '跌停[空仓]' '什么鬼' '有雷吗？'],['这是我见过最垃圾的次新股' '死股了，死股了，跟跌不跟涨。'],['安宁，铁矿石大涨'],['此股23元见'],['石油期货价格大涨带动纺织行业复苏势头！'],['收到29.35'],"['走了，留下的大发' '为什么名为越剑和安宁，难兄难弟，这几年最差的次新股，两个都买了，而买了两个最差的'
 '次新股板块涨一个点你都不涨，次新股板块稍微绿一下你就大跌']",['这是什么股啊？怎么一上市就被抛进垃圾池里' '此股无量，安宁放量，大涨快了'],['就像乐视网一样，这个家伙估计又害死不少人啊，特别是中小散户，喜欢做反弹的那种！' '上能电气有的一拼！都是垃圾股！远离！套牢了！'],['怪不得，公司94%以上产品是生产弹棉花的绷子机，看了经营分析才知道' '太差劲了'],['什么玩意儿太差了，没人碰，老板没信誉吗？' '专用设备板块涨疯了，你还绿?!这波你就没涨'],['公司94%以上产品是生产弹棉花的绷子弹机，这也上市骗钱？'],['工业机械指数上天了，你还绿' '勾践卧薪尝胆！雄起了'],[],[],['没有这么烂的新股'],[],['最多2元'],[],['看来今天收盘会有坏消息出来了[好困惑]'],['蓝谷' '1'],['永远都别想回本了[胜利][胜利]' '你又不是科技股，你跟着跌干什么呀' '我要举报' '经讳纺机的净资产很高']
2020-05-19,"['前期套牢资金底部补仓的已经在30.85解封了' '这种三无股，和安宁股份一样的弱鸡，次新股板块连续大涨也只是红盘一点点，板块一'
 '这种三无股，和安宁股份一样的弱鸡，次新股板块连续大涨也只是红盘一点点，板块一' '明天吃大肉了' '我是发现了，拖贼多，天天都会有人说明天涨'
 '这个垃圾股在次新开板股里换手率最低，所以只有跌的份' '吗的，35的高楼，有点凉啊……' '明天收复30元'
 '反弹一下又掉下来了，41价位的朋友留下的还有多少？入了坑就在坑了呆着，呆不住就逃' '轻指数重个股，剑在弦上，明天秀一波'
 '完了，很多人梦还没醒，今日又可能是个多云天气' '就做个纺织机械的，能涨到哪去，破发行价是必须的']",['跟安宁越拉越大了，'],['彻底和安宁拉开差距了。'],"['真是支贱股' '要耐得住寂寞，清的差不多了，才会再拉，黎明前的黑暗' '今天要吃大肉吗[为什么]' '乡镇企业小作坊，发行价奇高，猛捞股民钱。'
 '越是这样洗盘越证明后面有大动作，等你们散户都跑的差不多了，才会正式起盘，一起就没' '期待今天的一支穿心箭，千军万马来相见'
 '拉起一些，让后跌，让意志不坚定者卖出筹码，洗盘，洗盘，继续洗盘']",['风水轮流转，明年到我家，纺织服装板块还没轮到。穿衣吃饭，生活必需，纺织服装又是劳'],['向安宁看齐' '无量上拉，说明筹码教集中，看好后期拉板…，中途可能会再次打压洗盘，如抛盘不多随时'],['哈哈，29接回，29.5继续出'],['快跑' '要涨停了' '连续八个涨停，妖股启动了，估值极低，支持的点赞555'],['买入持股半年不动可翻倍'],['你兄弟安宁涨停了，给点力啊[滴汗]' '真贱' '哈哈，这也叫洗盘？洗盘会越洗越多？' '太贱了'],['建议各位快出，明天要跌，今天就这样了，不会再高了' '此股下午收绿27.7见' '回来看一下仍然是越来越剑。' '充分释放一下，不然还得下跌'],[],['今天必定涨停'],['快点涨停，这么久了你丫的欠一个涨停呢[困顿]'],[],['今天如果2点56分股价不在三十以上，我就会清仓' '我卖了，你快点跌吧，我在接回来[大笑]' '跑了，横这么久，不跑跟昨天一样，尾盘又跌下来'],['垃圾'],[],['跌破发行价吧' '叫你们买安宁，不要' '今天不涨停天理不容'],['换手率这么高，交易量却不大，说明抄底的人多，目标55块'],['越剑智能，粘上搞科技智能、好'],[],['这个真没动力，傻庄'],['29.5元买了1千股。次新股这么火爆，这股基本面也不错，就当是中签了。漲吧………' '今天做了赌王'],"['明天涨停板见哈，涨到40块才会连板，翻倍不是梦！友持的点个赞。' '开板以来第一次收大阳，好！好！好！大家鼓掌庆祝吧'
 '我挂在涨停板谁要谁拿走' '明天涨仃33.53' '就是不板']"
2020-05-20,"['安宁兄弟先涨停了，以后只能独自流泪到天亮了[哭]' '同志们！！同志们！！！明天真得跑了，可以全仓买入罗牛山了！！！' '你今天做了个榜样'
 '低位放量拉升，不错' '越剑智能 和 安宁股份，这两个股谁更强，高手分析分析？！' '公司机器能生产头盔' '明天平台会不会突破'
 '公司有多少海外订单？有发展海外地图么？全球化的今天，高就技术是抢手货！' '纯垃圾股名字里去掉智能两字股价也就10元'
 '越剑智能地素时尚，你们那还有更难听的名字吗？' '对越贱股份的一点见解，主要还是题材不好，其他的一般，没什么亮点！']",[],['最垃圾的就是你'],[],"['会涨停吗[想一下]' '超级牛股，连续八个涨停，人工智能龙头，支持的点赞555' '涨停拉几巴倒' '这是要涨停么'
 '现在上方基本没什么压力了']",['走了，解套。过40在来。'],[],"['还她妈不跑' '越剑，你敢称王吗？这是你在次新股称王的机会，勇敢的称王，千股膜拜，万散追捧。'
 '次新股股指上涨后，你再涨是跟涨，很弱的，趁着其他股下跌，你大涨，次新股反弹时，你']",['上面没多少筹码了，直接拉停吧主力们'],['上涨趋势确定，量能放大'],['31.50左右压力山大' '今天要涨停了[为什么]' '把安宁压下去！雄起！' '恭喜越剑智能涨幅超过安宁股份，希望保持。'],"['下午盘会有绿的可能，大家谨慎…' '跌下去的迟早要涨回去' '昨天卖了竟然没接回来，不过至少没亏，有票的拿住啊，我反正看好它[大笑]'
 '这是卖纺织机的？？？' '出了，换了朝阳科技' '朝阳科技，换上就死，']",[],['次新龙头，拔剑上冲'],[],"['主力真会玩' '把意志不坚定地，洗出去。收盘来个，你懂的！' '神驰机电庄家转场到达,与大家共同发财!']",[],['收在31.30上方继续持有！'],['这股真是垃圾'],[],[],['大盘这个鸟样，这也不能怪主力' '热烈欢迎神池机电，下周至少两个板的欢迎仪式[赞]'],['今日收盘预测：30.55元……' '热烈欢迎神池机电客人，来了就是亲人！'],[],[]
2020-05-21,"['我被洗出去了，留下的发财，明天一字板' '下午追高被埋了，次新股那么多板了的，你怎么了，名字没取好吗？剑人？'
 '董秘您好，请问贵公司生产的机械机器可以生产头盔吗？' '请问贵司有没有生产口罩机及相关设备'
 '2020第一季度不管是营收还是利润和去年同期相比都是大幅下降，请问这是什么原因？' '请问公司除加弹机业务，可有其他机械加工业务？'
 '次新+龙头能不能给力点' '请问贵公司是否有生产口罩机计划？' '明天涨停，请叫我万手哥' '今天出了一点，明天涨跌都高兴[微笑]'
 '第二天开板的这批次新完全是被错杀，按照平均怎么也有五六个涨停，众人拾柴火焰高，不'
 '越剑我一直看好。题材一般，但是细分行业龙头，多项专利技术在手，盈利能力也不错。让' '敢死队操作']",['朝阳科技多牛逼，今天继续涨停'],['朝阳科技吃两个涨停卖了，30.82又买回了越剑' '散户太多，筹码太分散，买入即被套[大笑][大笑][大笑]'],[],[],"['兄弟们，昨天我出来赚了一万多，今天又回来了，本来1700股的，变成了2100股' '走势很好，别卖噢！老铁们'
 '昨天31.3被甩出去，以为今天会板了，没想到']",['不到200坚决不卖；龙头股票' '被错杀的越剑，越跌越买' '被错杀的越剑，越跌越买。'],['这么小的一个盘子，为何没有主力来做呢？既然没有，就只能观望' '我几百万的蹲在这。庄家要弄走我。所以他不会长着会拉扯。' '龙头企业看好'],[],[],"['这票主力实力不行,太摸鸡了!' '华昌盛快4倍了。你至少也要一杯吧。' '你敢拉，老子就敢抛。'
 '散户太多，所以没法拉升，毕竟控制不了，一拉升都抛庄家没得玩了，洗盘，继续洗盘…什' '都唱多，就得跌' '15元可进'
 '垃圾股，跌了我不买，涨了我就跑']",[],[],['散户看好的，一律不涨'],[],[],[],['走W'],['来来回回的 爱咋咋地'],['你是真没毛病，赶紧跟你撇清关系。'],[],['尼玛这票就不拉'],['垃圾，看看爱丽家居，锦和商业都起飞了，你还不抬头？？？'],['这股绝对是个坑，谁买谁死' '明天低开跌停，我已经跑了'],['洗洗更健康[胜利]' '拉红了牛逼' '卖了居然收盘拉' '今天走势很不错，明天和下周必定有肉吃，']
2020-05-22,"['收盘动作的一般都垃圾' '走出底部区域了，加速拉升了快。支持的点赞！' '这k下面说明了啥' '这k下面说明了啥'
 '这里的人都是没有脑袋的；你自己计算一下' '各位卖出的笨蛋' '明天不会一字板儿吧' '明天低开跌停' '看到你们抱怨我就放心了哈哈哈哈'
 '越剑智能，业绩很好，而且是行业龙头' '成交量还没昨天多' '这个公司平均工资都一万多'
 '目前次新股，都在大涨，此股K线不错，业绩也好，公司发现很有前景，下一步就看你了，' '不知道这公司有头盔业务没有' '明天一字涨停你们买不到了'
 '明天可以吃肉了[大笑]' '明天吃肉[大笑]' '业务：公司的主营业务为纺织机械设备的研发、生产和销售。公司主要产品包括加弹机、空'
 '大长腿，明天高开3个点' '明天没亏就走吧关键时候有人唱多肯定要出事就算能在涨也会非常艰难' '这只票欠大家两个涨停' '赌五毛，明天不会涨停'
 '这票感觉和新股不沾边啊' '明天百分百涨停' '尾盘抢入我清仓，尾盘急杀别进场！第二天定低开，压力位大，观看为主'
 '本月目标盈利五十个点，剩下的十五个多点靠越剑来完成' '快跑']",[],['它是传说中的阿斗吗？'],['开始抢筹'],['越贱智能核按钮，就是管用，你值得拥有' '干和顺石油，最近原油涨得厉害，'],['帅不过三秒的走了走了'],['拉尾盘非奸即盗' '来个十连板'],[],['你是次新，涨没有要求，但能不能振幅大一点，砸狠点到30不难把'],['来了，来了他来了'],['给力，强势翻红' '庄稼是越来越贱低能儿' '怎么上去就怎么下来，在28等你' '坚挺硬度不够，不能一柱擎天' '无脑冲进去活埋，散了散了'],['次新好多直线拉升的，你连翻红都做不到吗'],[],['来了，来了，他快来了' '老大金田起来啦'],[],['三月股在涨，四月老大也在涨，你是谁？？'],['瑞玛涨了四个点，我居然卖了瑞玛买了你个横盘垃圾'],['垃圾'],['都是散户在买卖，上午一拉就卖，一边骂街不涨，一边卖[大笑]'],[],"['过来瞄一眼~' '锁仓' '大家一起砸，雪龙、建拉板了，这货纯粹是散户拉的，主力一点都不出力还趁机跑。'
 '国内排名第一的加弹机生产厂家，龙断国内百分之90的市场，在次新还热的时候，没道理' '加油，攻下山头好吃肉[大笑][大笑][大笑]']",['看看安宁！[哭]' '次新好多垃圾都起来了'],"['爱丽家居涨停了一样的破发货' '牛逼' '我好像又被洗了，我好像又被洗了' '玩的真好' '我c没买点' '真她妈贱'
 '这盘洗的，直接接拉涨停吧，我250O股等着解套。' '跨越31.5就能起飞了，加油[胜利]' '冲啊，拿下31.45']",['真干净，好菜不怕晚。' '现在换股买入：600846'],['谁在卖' '看见万手哥登场，先来1000的。' '越践智能星期一进入涨停模式']
2020-05-25,"['会不会好点呢？' '41.44元买入的举手有多少补仓的？这股太不厚道了。整个一套啊' '请教一下各位老师。33的本下周能回来了？'
 '账上有6成多现金在一季度消失了，估计和农夫山一样上市前突击分了，怪不得会破发。' '周一低开然后涨停[大笑]'
 '大盘向下调阶段，如果2800支撑破了的话会回到2750点，大家保重。' '这个股会翻倍就在今年夏季' '今竞价出半仓了，换和顺石油']",['都赚钱了吗'],['这走法估计今天股东大会不分红，不转赠，而且业绩大幅下滑，聪明资金先知先觉了' '喜欢这名字、有点二次元的感觉[大笑]'],[],['拉高快跑，一会必然翻绿，下午收在28.5' '现在买入：600846'],['被甩下去了，今天开始空仓了，我太难了[胜利][大笑]' '卖卖了'],['喊我去参加股东大会了，各位兄弟我先去了' '建仓越剑智能'],['收了三天阳必然会向下调整，做好波段冲高出才是王道' '收了三天阳必然会向下调整，做好波段冲高出才是王道'],[],['又回调，走' '快点逃命吧，这个行情估计要到2700'],['今早明显诱多，哎' '早上31.75走了' '主力筹码出个差不多了，下次底部23' '越王勾践，卧薪尝胆' '今天肯定涨停[鼓掌][鼓掌]'],['不要在这只股票做梦了' '转发' '卖出，删除，没搞头' '套住了' '磨了三天，不跟你耗了，今天赚了几个点清了'],['已建仓' '无望！'],[],[],[],[],['这个垃圾'],['哈哈，明天直接跌停今天股东大会后'],['唉，35块拿了一个月了，感觉凉凉了，上不去了' '凶相毕露了，上周五吸睛成功，你需要震荡几天？？'],['明显不能进，非要进，没办法' '主力已跑，散户自己在玩'],"['顶背离，跑路' '今天那些涨的牛的次新，都跌停，跌78个点，你还能坚持，明天次新继续跌呢' '今日下跌收阴线洗盘，明日拉升'
 '好在前期没有大涨，要不今天肯定跌停。问题是明天次新这么走']",['醉了进早了'],['次新今天收到重仓，涨停才1个，跌停有5个'],['敢不敢逆安而上！' '明天跌停的几率好大啊，赶紧卖吧。' '反人类走势' '看样子不适合抄股了。']
2020-05-26,"['清光了，得不到资金关注，' '新股上市里面就你垃圾' '下方空间太大了，大概率回到25-26，套一个月。' '洗盘，明天或后天还要震荡'
 '尾盘不拉，主力要搞套给我带了！贪心惹的祸！小亏应该先出来！这样的行情不应该有幻想'
 '[爱心][爱心]产业空心化的科技股一季度高位接盘者，就等于呆在8848的悬崖上。' '要敬畏市场，投资有风险，入市需谨慎'
 '凭着感觉买股票还是不行，总以为过了压力位要涨，心急了，没等它回调企稳买入，吃面了'
 '错就是错了，除了这只买的另外三只都是盈利的，就是三只加在一起也没这只仓位重[哭]' '便宜无好货，我也是贪便宜选了你！'
 '今天散户接盘太多把主力放跑了，次新股上市时间短，主力筹码没有多少，真是说走就走啊' '要求不高，希望明后天跌停[鼓掌][鼓掌][鼓掌]'
 '今天的股东大会不会好，明天再配合一个深跌' '603095:越剑智能2020年第二次临时股东大会的法律意见书'
 '603095:越剑智能2020年第二次临时股东大会决议公告' '明天低开进货！'
 '今天该股被板块带下来了，筹码交换充分，试盘洗盘一起进行，大概率有波行情的，今天三'
 '周五买入的股票吃了大面，从新买入了久量股份锦和商业，昌红科技，越剑智能，前三个微'
 '上方已无套牢盘，下方盈利也不高，可惜题材不强，筹码分散，怀疑没有主力，流通值又太' '明天跌停' '不对呀开盘应该跌停才对呀']",[],['赶紧建仓，20均线进，反弹一定有'],[],['快跑吧，主力都跑了，主力资金在外流！' '弱基' '还在吃筹码，短期应该不会拉升或许还会砸' '诱多吗？' '主力在诱多'],['该股短期见顶，等回调' '29元等你' '一只穿云箭，千军万马来相见'],[],[],['不跟涨一会儿跟跌的货，昨天31.75卖了，就等你下来再买' '割了 玩不起了'],['来了来了，他来了'],"['这股活性太差，今天买入要等明天，明天开盘还是这样，赚点就跑' '我买的越剑牌的纺织机还不错'
 '和顺石油，次新股股指涨了2.23，你作为一个深跌股，才涨0.69，还留你干嘛，垃' '额，这新股一板开了？' '23元见，也就3个跌停，等吧'
 '死剑弱基' '每天不上不下到底想干吗！庄家脑子是不是被驴踢了！' '，和顺怎么发射了。']","['越贱' '死叉逐渐形成，收割！' '缩量上涨不是好事。' '顺和发射了快买越剑' '要涨了，拖们都看空啦[买入]' '下午发射'
 '这票明天不上就没用了，现在的小游资很难干，一不小心就套住自己了']",['下午发射'],['30.18亏钱卖了，有种你拉板'],['老子今天买你了你就这么对我，看看次新3.3，专用设备2.6浙江1.4'],"['诱多，尾盘收在28.5' '加油' '又骗进去一批[大笑][大笑][大笑]' '次新标了，你还不涨上去，我只能明天卖出，今天你标，怕什么'
 '过了31.8加仓' '谢谢庄家放我出来']",['继续半死不活吧，大盘随时收割你' '看看最近的次新。没有哪个会破发。' '想套大资金，想大赚就得拉到百分7-8左右' '小庄，你这是ED犯了？'],[],[],['格局太小，留一手走人，还是大盘股好玩点' '明确一点，今天大盘肯定是红了的'],[],[],['完蛋要拉板了'],"['不涨停就是耍流氓' '忍住发财的小手。这是诱多' '现在出局买002583' '看来要封板' '涨停了[大笑]'
 '39块的顶，不知何时返啊[哭]']","['托狗呢？上个一万手给买方长长士气' '剑兄，啥时候能快意涨停一回啊' '31.01买入少量，这个新股这么差劲吗？'
 '如果疫情第二波到来，纺织机械就有第二春']"
